Title,Month,Day,Year,Category,Income/Expense,Amount
"Electronic Funds Transfer PREAUTHORIZED DEBIT PAYPAL",7,29,2001,Personal,Expense,8955.42
"Internet Banking INTERNET TRANSFER 000000217381",3,24,2016,Health,Income,3436.28
"7-ELEVEN 17060 D2811 WINNIPEG MB",9,17,2004,Health,Income,7205.68
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 128222143267",8,18,2012,Health,Income,2443.03
"Point of Sale - INTERAC RETAIL PURCHASE 000001130002 GREENWOODS DENT",5,3,2008,Utilities,Expense,2786.24
"Internet Banking INTERNET TRANSFER 000000242642",1,21,2018,Personal,Income,5152.95
"Internet Banking E-TRANSFER 103931951869 Nil",2,26,2009,Food,Income,2231.31
"Internet Banking INTERNET TRANSFER 000000229840",7,26,2004,Accommodation,Expense,6130.77
"Cashback/Remises CR",10,19,2008,Food,Income,5300.80
"Internet Banking E-TRANSFER 103907720458 Nil",11,11,2012,Health,Expense,9983.94
"Internet Banking INTERNET TRANSFER 000000268205",3,26,2019,Entertainment,Income,5062.40
"Internet Banking INTERNET TRANSFER 000000287755",8,9,2014,Health,Expense,2747.03
"Internet Banking INTERNET TRANSFER 000000243363",10,27,2000,Utilities,Income,6677.28
"Internet Banking INTERNET DOM TRANSFER 103807220198",4,19,2008,Health,Expense,2953.72
"Internet Banking INTERNET TRANSFER 000000285648",7,6,2005,Utilities,Expense,8906.91
"Internet Banking INTERNET DOM TRANSFER 103771414990",6,11,2015,Health,Expense,666.83
"Internet Banking INTERNET TRANSFER 000000276380",3,18,2010,Health,Income,1769.52
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE H&M ONLINE 123521470714",3,1,2001,Entertainment,Income,3728.28
"Internet Banking INTERNET TRANSFER 000000268205",10,30,2006,Food,Expense,3415.49
"AMZN Mktp CA*2L7ID8VF1 WWW.AMAZON.CA, ON",5,24,2008,Accommodation,Expense,1035.92
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE PAYPAL *DBRAND 033516821111",4,20,2020,Personal,Income,1713.27
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE dbrand Order 033515540976",9,29,2013,Personal,Expense,7361.03
"UBER* PENDING TORONTO ON",3,11,2009,Accommodation,Income,5852.08
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 119523616250",4,18,2012,Entertainment,Income,2908.83
"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE INSTACART 125122740760 49.63 CAD @ 1.000000",2,25,2009,Accommodation,Expense,5201.60
"TIM HORTONS #2856 WINNIPEG, MB",4,7,2000,Accommodation,Expense,6303.19
"DOLLARAMA #1286 WINNIPEG MB",6,17,2015,Entertainment,Income,1323.21
"Point of Sale - Visa Debit INT VISA DEB PURCHASE REVERSAL INSTACART 124323231129 140.00 CAD @ 1.000000",3,28,2010,Utilities,Income,5996.87
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE PIZZA PIZZA LTD 115222608388",11,14,2008,Personal,Income,5675.41
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 128320347743",2,5,2001,Personal,Income,3888.89
"Internet Banking E-TRANSFER 103907720458 Nil",8,28,2004,Food,Income,1562.74
"Point of Sale - INTERAC RETAIL PURCHASE 860001001001 7 ELEVEN STORE",11,14,2003,Accommodation,Income,1755.65
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE INSTACART 129222472965",5,25,2009,Accommodation,Expense,6195.26
"UBER *TRIP AMSTERDAM, ON",5,16,2005,Health,Expense,5317.65
"Point of Sale - Visa Debit INT VISA DEB PURCHASE REVERSAL UBR* PENDING.UB T21187134271 12.89 CAD @ 1.000000",10,16,2003,Entertainment,Expense,2285.21
"AMZN Mktp CA*2L7583XQ0 WWW.AMAZON.CA, ON",2,6,2001,Health,Income,6602.24
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE ROGERS *** 129233222773",4,19,2002,Food,Expense,8185.52
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE PAYPAL *EMPIREF 120700700976",2,19,2013,Entertainment,Income,6339.62
"Point of Sale - INTERAC RETAIL PURCHASE 000001001569 LONDON DRUGS 66",1,13,2008,Entertainment,Expense,9062.75
"Point of Sale - INTERAC RETAIL PURCHASE 860001001001 7 ELEVEN STORE",11,20,2019,Health,Expense,1745.59
"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE UBR* PENDING.UB 114720786149 22.39 CAD @ 1.000000",10,16,2002,Food,Income,8985.74
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE WU *8986489928 128931619986",1,24,2003,Utilities,Expense,3325.21
"Point of Sale - INTERAC RETAIL PURCHASE 000001001182 UNICITY TAXI #",11,2,2005,Entertainment,Expense,44.87
"Point of Sale - INTERAC RETAIL PURCHASE 121012411104 GREENCREST PHAR",8,17,2014,Accommodation,Income,3898.66
"Point of Sale - INTERAC RETAIL PURCHASE 000001001326 COINAMATIC CANA",11,23,2013,Accommodation,Expense,867.14
"Automated Banking Machine ATM WITHDRAWAL GTAA T-1 DEPARTURE L-2 3A51",10,28,2018,Food,Income,1125.81
"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE INSTACART 129013886157 113.55 CAD @ 1.000000",6,4,2008,Utilities,Expense,6193.99
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE ROGERS *** 115231539541",10,4,2003,Entertainment,Income,3305.34
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE DD 129904406741",5,6,2010,Personal,Expense,6431.75
"SP * MOFTGLOBAL HTTPSMOFTGLOB, CA 69.15 USD @ 1.260014",5,26,2004,Accommodation,Expense,9960.31
"Cashback/Remises CR",5,8,2000,Food,Expense,9221.11
"Point of Sale - INTERAC RETAIL PURCHASE 000001001183 UNICITY TAXI #",4,5,2018,Accommodation,Expense,8740.86
"Electronic Funds Transfer PREAUTHORIZED DEBIT CIBC-DISATF",5,17,2002,Accommodation,Income,7469.72
"Point of Sale - Visa Debit INT VISA DEB PURCHASE REVERSAL UBR* PENDING.UB 114720281741 17.39 CAD @ 1.000000",9,8,2000,Food,Expense,1111.57
"Internet Banking INTERNET TRANSFER 000000277987",11,1,2018,Accommodation,Income,2067.18
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE DOORDASH*CINNAH 119300812554",3,20,2014,Health,Income,4697.45
"AMZN Mktp CA*2L7583XQ0 WWW.AMAZON.CA, ON",5,3,2012,Personal,Expense,4182.76
"SP * MOFTGLOBAL HTTPSMOFTGLOB, CA 69.15 USD @ 1.260014",8,25,2007,Personal,Income,2873.37
"VIMEO.COM 646-470-8422, NY 10.00 USD @ 1.312000",2,15,2017,Health,Income,9111.51
"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE PIZZA PIZZA LTD T21257248801 30.07 CAD @ 1.000000",4,1,2013,Food,Income,3712.38
"DOLLARAMA #1286 WINNIPEG MB",10,23,2009,Health,Income,2690.83
"AMZN Mktp CA*2C9PP0MR2 WWW.AMAZON.CAON",3,12,2018,Food,Expense,3019.01
"Point of Sale - INTERAC RETAIL PURCHASE 000001140007 UPS STORE #189",6,10,2009,Personal,Expense,9718.63
"UBER CANADA/UBERTRIP TORONTO ON",9,18,2009,Entertainment,Income,421.98
"Internet Banking INTERNET TRANSFER 000000260690",8,4,2015,Personal,Income,7140.66
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE WU *8980740778 125372611826",10,12,2018,Food,Income,6222.85
"LaunchGood Inc. 855-9991947, MI 10.00 USD @ 1.252000",11,29,2002,Accommodation,Expense,8463.37
"Internet Banking E-TRANSFER 103782929527 Nil",9,20,2015,Health,Income,348.19
"DOORDASH*OH DOUGHNUTS DOWNTOWN TORO, ON",8,30,2008,Accommodation,Expense,7183.66
"Internet Banking INTERNET TRANSFER 000000280173",3,23,2001,Food,Expense,7322.88
"AMZN Mktp CA*2L2SG1VY1 WWW.AMAZON.CA, ON",8,25,2003,Personal,Expense,1797.94
"Point of Sale - INTERAC RETAIL PURCHASE 000001215012 UPS STORE #189",9,25,2009,Accommodation,Income,2388.20
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 115521642780",6,2,2014,Health,Expense,1466.53
"Internet Banking INTERNET BILL PAY 000000275373 MASTERCARD, BMO",1,9,2010,Health,Expense,4372.49
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE PAYPAL *ASEELSA 130519882534",9,26,2017,Personal,Expense,963.13
"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE SP * PALIROOTS 114620880842 37.00 USD @ 1.238378",2,11,2019,Health,Expense,4252.42
"Internet Banking ",5,11,2000,Accommodation,Expense,2977.10
"INSTACART 8882467822, NS",6,11,2017,Entertainment,Expense,4996.14
"Internet Banking INTERNET TRANSFER 000000243363",5,9,2002,Entertainment,Income,6065.39
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE INSTACART 124323231129",1,7,2003,Personal,Expense,6297.37
"Internet Banking INTERNET TRANSFER 000000217381",10,15,2019,Health,Income,1709.25
"Point of Sale - INTERAC RETAIL PURCHASE 000001372012 NATION WEST INS",2,8,2010,Personal,Expense,2975.09
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE H&M ONLINE 123521470714",1,3,2005,Personal,Expense,4162.79
"Point of Sale - Visa Debit VISA DEBIT MERCHANDISE RET REV INSTACART 119320576697",7,8,2003,Utilities,Income,9868.44
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE CINEPLEX #8030 121297656970",6,23,2004,Utilities,Expense,5329.36
"Point of Sale - INTERAC RETAIL PURCHASE 857001001125 7 ELEVEN STORE",4,9,2010,Utilities,Income,4335.84
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE INSTACART 120723688008",3,23,2015,Food,Expense,9670.17
"Internet Banking E-TRANSFER 103906818459 Cs Tutoring",8,13,2010,Utilities,Expense,5361.40
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE U OF M REGISTRA 114222247236",1,14,2013,Entertainment,Expense,1692.35
"Point of Sale - Visa Debit VISA DEBIT PURCHASE REVERSAL PP*6750CODE 213107008052",3,26,2020,Utilities,Income,1948.20
"Internet Banking INTERNET TRANSFER 000000263993",4,17,2019,Food,Expense,8138.16
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE DOORDASH*TIM HO 120220634105",6,5,2015,Health,Income,7192.25
"Internet Banking INTERNET TRANSFER 000000238278",6,4,2000,Health,Income,4204.47
"Point of Sale - Visa Debit INT VISA DEB PURCHASE REVERSAL GOOGLE *GOOGLE T21300778584 1320.48 CAD @ 1.000000",6,7,2020,Personal,Expense,4998.90
"H&M ONLINE TORONTO, ON",5,25,2013,Utilities,Income,5990.60
"Point of Sale - INTERAC RETAIL PURCHASE 000001001569 LONDON DRUGS 66",4,20,2020,Health,Income,9338.07
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE PIZZA PIZZA LTD 125320842485",1,11,2009,Accommodation,Expense,5152.28
"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE BDS-INFO.CH 120906774319 20.00 USD @ 1.292000",2,25,2002,Entertainment,Income,3827.82
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE PP*6750CODE 112910330964",2,22,2019,Utilities,Expense,7337.26
"UBER *TRIP HELP.UBER.COMNLD",6,9,2001,Personal,Expense,4614.36
"AMZ*Duolihui US WWW.AMAZON.CA, ON",8,20,2011,Utilities,Income,7330.91
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE AMZN Mktp CA 114234127034",7,16,2011,Utilities,Income,8296.19
"AMZN Mktp CA*2C9PP0MR2 WWW.AMAZON.CAON",6,10,2006,Personal,Income,129.67
"OVERLIMIT FEE",4,28,2019,Entertainment,Expense,2992.53
"Internet Banking INTERNET TRANSFER 000000280436",8,1,2001,Food,Income,4846.07
"Point of Sale - INTERAC RETAIL PURCHASE 000001001456 LONDON DRUGS 66",11,28,2019,Entertainment,Income,2409.35
"Internet Banking INTERNET BILL PAY 000000248281 MASTERCARD, BMO",5,21,2001,Health,Income,8945.25
"Internet Banking INTERNET TRANSFER 000000269148",4,7,2008,Utilities,Expense,4089.33
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 119523616250",2,1,2020,Utilities,Income,7095.74
"OVERLIMIT FEE",1,19,2015,Utilities,Income,3190.01
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE AMZN Mktp CA 116343132120",11,25,2011,Health,Expense,5524.33
"Ding 73179606 Dublin",11,27,2019,Entertainment,Expense,852.36
"LONDON DRUGS 66 WINNIPEG, MB",9,24,2008,Food,Expense,1337.57
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE DD 129221927298",11,29,2019,Personal,Income,5085.28
"Internet Banking INTERNET TRANSFER 000000275767",4,20,2006,Food,Expense,3985.67
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 115562225836",2,19,2000,Food,Expense,5185.31
"Internet Banking INTERNET DOM TRANSFER 103771414990",10,1,2008,Utilities,Income,5079.62
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 115764263401",3,4,2001,Accommodation,Expense,6771.17
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 125122533908",3,9,2013,Personal,Income,5367.37
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 128704270353",3,20,2020,Health,Expense,4182.54
"Internet Banking INTERNET TRANSFER 000000278050",6,28,2006,Food,Income,7158.47
"Point of Sale - INTERAC RETAIL PURCHASE 821001001034 7 ELEVEN STORE",2,26,2006,Health,Expense,7658.60
"DOORDASH*PIZZA HUT DOWNTOWN TORO, ON",4,7,2011,Health,Expense,2550.44
"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE INSTACART 129013886157 113.55 CAD @ 1.000000",4,3,2017,Personal,Income,6030.15
"Internet Banking INTERNET TRANSFER 000000285648",9,19,2018,Personal,Expense,91.36
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE PAYPAL *ASEELSA 123721541177",8,19,2007,Personal,Income,5276.20
"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE INSTACART 129013886157 113.55 CAD @ 1.000000",7,23,2013,Personal,Income,8771.73
"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE BDS-INFO.CH 120907700336 20.00 USD @ 1.292000",5,29,2000,Health,Expense,2587.83
"Point of Sale - INTERAC RETAIL PURCHASE 000011359309 AIRLINE LIMOUSI",3,21,2015,Entertainment,Income,8187.36
"AMZN Mktp CA*2L7JZ85B2 WWW.AMAZON.CA, ON",1,11,2007,Utilities,Income,2471.05
"Point of Sale - INTERAC RETAIL PURCHASE 000001001853 PIZZA PIZZA # 4",2,8,2003,Entertainment,Income,9199.02
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE dbrand Order 033515380970",5,27,2016,Utilities,Expense,4941.46
"Internet Banking E-TRANSFER 103291835592 Nil 2",8,6,2015,Entertainment,Expense,2844.97
"LaunchGood Inc. 855-9991947, MI 10.00 USD @ 1.243000",4,23,2007,Entertainment,Income,8827.66
"Internet Banking INTERNET TRANSFER 000000276380",8,15,2000,Health,Expense,5863.56
"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE UBR* PENDING.UB 114720786149 22.39 CAD @ 1.000000",5,1,2019,Health,Income,2788.11
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 125122533908",6,13,2016,Food,Income,3448.40
"Internet Banking E-TRANSFER 103907720458 Nil",5,4,2006,Food,Income,2548.96
"UBR* PENDING.UBER.COM AMSTERDAM, ON",7,18,2009,Health,Expense,1687.49
"Internet Banking INTERNET TRANSFER 000000214441",4,14,2002,Utilities,Expense,7415.81
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE MPI - ONLINE 124410491306",7,3,2011,Accommodation,Income,5446.22
"Internet Banking INTERNET TRANSFER 000000222121",7,28,2012,Personal,Expense,5477.73
"Internet Banking E-TRANSFER 103937244055 Nil",6,12,2007,Entertainment,Expense,4667.60
"INTEREST ADVANCES",5,16,2019,Entertainment,Income,9791.16
"Sony Interactive Enter 8003457669 CA",8,16,2013,Utilities,Income,1608.42
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE ROGERS *** 129233222773",9,7,2006,Personal,Expense,1422.76
"DOORDASH*PIZZA HUT DOWNTOWN TORO, ON",9,9,2012,Personal,Income,3329.26
"Internet Banking INTERNET TRANSFER 000000248361",3,29,2010,Food,Income,8639.04
"Branch Transaction WITHDRAWAL IBB FORT RICHMOND SQ BANKING CENTR",3,10,2011,Entertainment,Income,8454.26
"SOBEYS #5037 WINNIPEG MB",10,17,2007,Food,Expense,2082.25
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE PAYPAL *RAGHDA 115221381293",9,11,2017,Accommodation,Expense,7318.28
"Point of Sale - INTERAC RETAIL PURCHASE 124122872769 TIM HORTONS #81",7,24,2000,Utilities,Income,715.81
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 115135455508",11,29,2016,Health,Expense,7853.27
"Internet Banking INTERNET BILL PAY 000000265158 MASTERCARD, BMO",1,24,2002,Food,Income,6293.04
"Internet Banking INTERNET TRANSFER 000000210291",6,20,2007,Health,Income,5483.22
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE dbrand Order 033515540976",5,5,2016,Entertainment,Income,5122.44
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 114421482951",6,10,2002,Food,Income,8694.39
"Point of Sale - Visa Debit INT VISA DEB PURCHASE REVERSAL GOOGLE *GOOGLE T21300778584 1320.48 CAD @ 1.000000",11,20,2012,Personal,Income,9127.58
"IKEA WINNIPEG #249 BURLINGTON, ON",6,7,2016,Utilities,Income,8190.42
"Internet Banking E-TRANSFER 103927439111 Nil",2,13,2010,Health,Income,4905.34
"Internet Banking E-TRANSFER 103851939670 Divagar",4,7,2018,Entertainment,Income,4139.66
"UBER* TRIP TORONTO ON",6,28,2017,Health,Expense,7300.62
"REQUEST MONEY 010338709427 Floribert Kamabu",2,22,2019,Entertainment,Income,3011.68
"Point of Sale - INTERAC RETAIL PURCHASE 000001280019 ULTRACUTS STORE",8,26,2015,Personal,Expense,5373.28
"Ding 70783768 Dublin",6,2,2007,Utilities,Expense,7972.71
"AMZN Mktp CA*2G4JL98T0 WWW.AMAZON.CA, ON",6,10,2008,Utilities,Income,7715.82
"Point of Sale - INTERAC RETAIL PURCHASE 000001001569 LONDON DRUGS 66",10,2,2004,Utilities,Income,2051.31
"AMZN Mktp CA*2G8R57Z62 WWW.AMAZON.CA, ON",6,26,2004,Accommodation,Expense,2434.34
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 114621814150",9,8,2013,Accommodation,Expense,2807.79
"Internet Banking INTERNET TRANSFER 000000285225",2,8,2011,Health,Expense,9390.80
"Point of Sale - Visa Debit VISA DEBIT MERCHANDISE RET REV INSTACART 112601145020",6,24,2013,Entertainment,Expense,5137.24
"DOORDASH*RED LOBSTER DOWNTOWN TOROON",5,19,2019,Utilities,Income,3113.46
"Internet Banking INTERNET TRANSFER 000000214062",4,23,2019,Personal,Income,6604.98
"UBER *TRIP HELP.UBER.COMNLD",5,8,2013,Personal,Income,3324.65
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 119820331428",9,8,2005,Health,Expense,7589.78
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 100574173390",8,26,2017,Entertainment,Expense,2880.52
"Point of Sale - Visa Debit VISA DEBIT PURCHASE REVERSAL PP*6750CODE 213107008052",7,30,2014,Entertainment,Income,2917.59
"Internet Banking INTERNET TRANSFER 000000229840",4,21,2006,Health,Expense,7784.14
"Internet Banking INTERNET TRANSFER 000000262105",9,3,2012,Accommodation,Expense,8885.14
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE H&M ONLINE 123521470714",6,12,2007,Health,Expense,8173.01
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 119401577236",6,25,2000,Personal,Income,7624.40
"Ding 73866562 Dublin",3,25,2011,Health,Expense,4639.44
"Internet Banking INTERNET TRANSFER 000000278050",6,12,2016,Food,Income,4931.94
"MARBLE SLAB CREAMERY WINNIPEG, MB",9,9,2008,Health,Expense,2609.44
"Internet Banking INTERNET TRANSFER 000000218634",3,15,2014,Health,Expense,4718.81
"MARBLE SLAB CREAMERY WINNIPEG, MB",11,18,2011,Health,Expense,2973.57
"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE Patreon* Member 118207718434 27.00 USD @ 1.273704",9,10,2015,Food,Expense,4569.85
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE DD 129904406741",7,18,2010,Utilities,Income,5257.26
"Point of Sale - INTERAC RETAIL PURCHASE 730001001074 7 ELEVEN STORE",7,27,2010,Utilities,Expense,4774.14
"Internet Banking INTERNET DOM TRANSFER 103771414990",1,15,2014,Health,Income,2206.55
"Point of Sale - Visa Debit INT VISA DEB PURCHASE REVERSAL PIZZA PIZZA LTD 125320842485 30.16 CAD @ 1.000000",9,15,2012,Utilities,Income,893.62
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 128320503371",7,6,2010,Personal,Income,7020.38
"Internet Banking INTERNET TRANSFER 000000256035",1,19,2002,Accommodation,Expense,5943.65
"Point of Sale - INTERAC RETAIL PURCHASE 297001001049 7-ELEVEN 17060",4,4,2020,Accommodation,Income,79.23
"APPLE.COM/BILL 866-712-7753, ON",4,24,2017,Health,Income,2331.09
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE AMZN Mktp CA 116241781183",11,12,2005,Health,Expense,3792.31
"Internet Banking INTERNET TRANSFER 000000217381",7,4,2000,Entertainment,Expense,1000.95
"REQUEST MONEY 010338709427 Floribert Kamabu",10,11,2004,Accommodation,Expense,2209.88
"Internet Banking INTERNET TRANSFER 000000278050",8,19,2020,Personal,Income,5845.63
"Point of Sale - Visa Debit VISA DEBIT MERCHANDISE RET REV INSTACART 119320576697",6,15,2012,Health,Income,9021.58
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE ROGERS *** 120731656923",3,2,2019,Accommodation,Expense,5854.46
"Internet Banking INTERNET TRANSFER 000000285648",7,20,2007,Personal,Income,6337.37
"Point of Sale - Visa Debit INT VISA DEB PURCHASE REVERSAL INSTACART 128319713380 75.00 CAD @ 1.000000",8,8,2012,Personal,Expense,4310.13
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE DD 129904406741",9,11,2018,Health,Income,6812.13
"Internet Banking E-TRANSFER 103904096531 Nam Huy Bui",5,23,2009,Food,Income,5515.54
"Internet Banking INTERNET DOM TRANSFER 103771414990",3,16,2009,Personal,Income,1485.74
"Ding 70781731 Dublin",4,25,2006,Food,Expense,9524.98
"OVERLIMIT FEE",7,22,2007,Accommodation,Income,5610.33
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE WINNIPEG TRANSI 121498930642",11,11,2011,Entertainment,Expense,5205.60
"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE BDS-INFO.CH 120906772646 20.00 USD @ 1.292000",10,5,2001,Entertainment,Income,2186.01
"Internet Banking INTERNET TRANSFER 000000260110",9,15,2010,Health,Expense,5372.56
"Internet Banking INTERNET TRANSFER 000000288020",8,21,2014,Accommodation,Expense,377.05
"Internet Banking E-TRANSFER 103904094175 divagar",3,28,2002,Utilities,Expense,7753.96
"Internet Banking INTERNET TRANSFER 000000242922",7,5,2013,Personal,Expense,5743.74
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 115521642780",11,25,2002,Entertainment,Expense,6518.37
"Internet Banking INTERNET BILL PAY 000000232460 UNIVERSITY OF MANITOBA",9,7,2014,Accommodation,Income,9216.67
"Internet Banking E-TRANSFER 103904094175 divagar",3,4,2001,Utilities,Expense,1115.77
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 119523616250",9,5,2006,Health,Expense,1754.61
"Internet Banking INTERNET TRANSFER 000000276380",4,13,2019,Entertainment,Expense,2772.19
"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE INSTACART 124323231129 129.00 CAD @ 1.000000",7,8,2012,Health,Expense,1930.12
"Point of Sale - INTERAC RETAIL PURCHASE 852001001138 7 ELEVEN STORE",5,9,2020,Health,Expense,200.22
"LaunchGood Inc. 855-9991947, MI 10.00 USD @ 1.251000",2,7,2007,Accommodation,Expense,2633.54
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE PAYPAL *RAGHDA 128711822579",2,24,2005,Personal,Expense,969.05
"Internet Banking INTERNET TRANSFER 000000224660",9,26,2003,Health,Income,2461.52
"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE BDS-INFO.CH 120907700336 20.00 USD @ 1.292000",6,3,2020,Food,Expense,3387.66
"INSTACART HALIFAX MID-H, NS",1,3,2019,Health,Income,7826.14
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE PIZZA PIZZA LTD 115222608388",5,24,2007,Entertainment,Expense,9658.64
"Point of Sale - Visa Debit INT VISA DEB PURCHASE REVERSAL UBER *TRIP T21166833400 3.00 CAD @ 1.000000",11,9,2008,Entertainment,Expense,3447.59
"Electronic Funds Transfer PAY 7-ELEVEN CANADA 7-ELEVEN CANADA INC.",8,14,2002,Utilities,Expense,5003.34
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE U OF M REGISTRA 114222247236",5,12,2014,Health,Expense,6110.76
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE DOORDASH*MCDONA 119505373520",2,12,2010,Accommodation,Income,7463.33
"Internet Banking E-TRANSFER 103925120118 Cs Tutoring",2,4,2011,Food,Income,621.45
"Internet Banking INTERNET TRANSFER 000000274886",6,28,2020,Utilities,Income,4255.28
"PAYPAL *GHASSANALNA 4029357733, ON",7,17,2007,Personal,Income,5860.55
"Point of Sale - INTERAC RETAIL PURCHASE 000001714027 KIMCHI",8,12,2010,Entertainment,Income,7166.30
"Internet Banking INTERNET TRANSFER 000000223192",1,5,2003,Food,Expense,2947.84
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 128320347743",4,6,2007,Personal,Income,1512.99
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE DD 129817280882",6,29,2001,Personal,Expense,4959.25
"Point of Sale - Visa Debit INT VISA DEB PURCHASE REVERSAL PIZZA PIZZA LTD 125320842485 30.16 CAD @ 1.000000",2,13,2000,Personal,Expense,4983.64
"Internet Banking E-TRANSFER 103908455504 ROBERTO DINGAL ORTEGA",7,4,2006,Food,Income,5454.50
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 115244629060",4,19,2002,Health,Income,7782.01
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 115161790291",5,22,2002,Health,Expense,9023.42
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE INSTACART 124323231129",4,4,2000,Food,Income,7147.28
