Title,Date,Category,Income/Expense,Amount
"Internet Banking INTERNET TRANSFER 000000239148",08/10/2003,Health,Income,9649.67
"Point of Sale - INTERAC RETAIL PURCHASE 000001001173 DOLLARAMA #1286",05/24/2016,Entertainment,Income,1687.22
"Internet Banking E-TRANSFER 103811946493 Nil",10/29/2003,Food,Expense,54.90
"PAYMENT RECEIVED - THANK YOU",09/23/2014,Health,Income,3706.18
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 119820331428",04/04/2002,Personal,Expense,3995.41
"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE INSTACART 129013886157 113.55 CAD @ 1.000000",09/18/2000,Personal,Expense,5982.39
"CREDIT ADJUSTMENT",05/14/2019,Accommodation,Expense,2047.36
"Internet Banking INTERNET TRANSFER 000000268805",06/27/2020,Health,Income,7697.39
"DOORDASH*WAKO SUSHI CA DOWNTOWN TORO, ON",07/04/2018,Entertainment,Income,2136.08
"Internet Banking INTERNET TRANSFER 000000249325",04/06/2017,Entertainment,Income,482.82
"PAYPAL *OZLEY LLC 4029357733, ON",10/08/2005,Accommodation,Income,1091.83
"Point of Sale - Visa Debit INT VISA DEB PURCHASE REVERSAL INSTACART 122817474064 80.00 CAD @ 1.000000",04/01/2011,Entertainment,Expense,7310.46
"Internet Banking INTERNET BILL PAY 000000265158 MASTERCARD, BMO",05/16/2020,Entertainment,Expense,3693.95
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE AMZN Mktp CA 116343132146",06/07/2010,Utilities,Expense,5403.40
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 115416041043",02/18/2009,Accommodation,Income,2856.99
"AMZN Mktp CA*2C9PP0MR2 WWW.AMAZON.CAON",10/10/2010,Food,Expense,9677.16
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE PAYPAL *DOORDAS 114315330225",01/13/2013,Utilities,Income,3931.37
"Internet Banking E-TRANSFER 103922078186 Nam Huy Bui",11/21/2005,Entertainment,Expense,3392.83
"UBER *TRIP HELP.UBER.COMNLD",06/08/2005,Accommodation,Income,9474.54
"Point of Sale - INTERAC RETAIL PURCHASE 000001001173 DOLLARAMA #1286",11/05/2006,Utilities,Income,9766.86
"Internet Banking INTERNET BILL PAY 000000232460 UNIVERSITY OF MANITOBA",08/07/2015,Utilities,Expense,9467.78
"PAYPAL *RAGHDA 4029357733, ON",02/09/2009,Accommodation,Income,8370.25
"Ding 73180577 Dublin",10/26/2015,Personal,Income,7335.82
"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE SP * PALIROOTS 114620880842 37.00 USD @ 1.238378",03/28/2017,Health,Expense,7079.95
"Point of Sale - Visa Debit INT VISA DEB PURCHASE REVERSAL UBER *TRIP T21166833400 3.00 CAD @ 1.000000",09/15/2012,Accommodation,Expense,1601.98
"UBER CANADA/UBERTRIP TORONTO ON",05/17/2003,Entertainment,Expense,7450.60
"Ding 70783768 Dublin",09/27/2007,Entertainment,Income,1853.23
"Internet Banking INTERNET TRANSFER 000000226377",07/28/2006,Utilities,Expense,6897.69
"Point of Sale - INTERAC RETAIL PURCHASE 000036006148 PEARLE VISION 5",04/15/2015,Food,Income,9183.73
"Point of Sale - INTERAC RETAIL PURCHASE 297001001049 7-ELEVEN 17060",08/25/2011,Personal,Income,5408.63
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE WINNIPEG TRANSI 129710298809",06/04/2009,Utilities,Expense,5355.90
"Internet Banking INTERNET TRANSFER 000000276467",07/15/2002,Accommodation,Expense,2475.41
"Internet Banking E-TRANSFER 103933806689 Cs Tutoring",02/06/2017,Personal,Expense,832.45
"Point of Sale - INTERAC RETAIL PURCHASE 000001001326 COINAMATIC CANA",05/02/2005,Health,Expense,4014.32
"Internet Banking INTERNET BILL PAY 000000265158 MASTERCARD, BMO",01/21/2014,Entertainment,Expense,2405.84
"ESHOPWORLD 35318809114",09/08/2016,Personal,Income,6623.56
"AMZN Mktp CA*2L1RK2AP0 WWW.AMAZON.CA, ON",04/18/2007,Entertainment,Expense,1535.77
"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE BDS-INFO.CH 120906772646 20.00 USD @ 1.292000",07/17/2020,Food,Expense,3833.04
"Electronic Funds Transfer CREDIT MEMO CIBC-DISATF",04/22/2016,Accommodation,Income,5167.31
"Point of Sale - INTERAC RETAIL PURCHASE 000001001029 DOLLARAMA # 503",01/03/2019,Personal,Expense,6513.11
"Point of Sale - INTERAC RETAIL PURCHASE A0HT96SD0000 Five Guys",08/22/2003,Entertainment,Income,2287.32
"AMZN Mktp CA*2G4JL98T0 WWW.AMAZON.CA, ON",10/18/2002,Health,Expense,6631.33
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 115202624941",03/04/2005,Utilities,Income,1554.24
"Internet Banking INTERNET TRANSFER 000000226259",07/26/2018,Health,Expense,8928.33
"MARY BROWNS #8002 WINNIPEG, MB",04/11/2019,Personal,Expense,3365.24
"Internet Banking E-TRANSFER 103932819240 Cs Tutoring",08/16/2005,Utilities,Expense,83.72
"SERVICE CHARGE",09/26/2006,Personal,Expense,3823.53
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE WINNIPEG TRANSI 121498930642",04/22/2015,Accommodation,Expense,2960.15
"SOBEYS #5037 WINNIPEG, MB",05/30/2001,Personal,Expense,4062.47
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE INSTACART 120723688008",07/26/2019,Utilities,Expense,9282.28
"Point of Sale - Visa Debit INT VISA DEB PURCHASE REVERSAL UBR* PENDING.UB 114720281741 17.39 CAD @ 1.000000",05/06/2006,Entertainment,Expense,5116.09
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 128222143267",11/25/2015,Health,Expense,3990.38
"GREENCREST PHARMACY WINNIPEG MB",02/02/2003,Entertainment,Income,6291.54
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE INSTACART 128319713380",06/21/2007,Food,Expense,8072.45
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE WINNIPEG TRANSI 129710298809",02/07/2017,Utilities,Expense,9651.72
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 128704270353",11/05/2007,Entertainment,Expense,966.95
"Internet Banking E-TRANSFER 103915794773 Nil",07/10/2015,Accommodation,Expense,761.36
"DOORDASH*7-ELEVEN DOWNTOWN TORO, ON",09/28/2006,Health,Income,1073.59
"Internet Banking E-TRANSFER 103904094175 divagar",08/23/2019,Utilities,Income,1102.42
"ST VITAL VISION CENTRE WINNIPEG MB",10/12/2008,Personal,Income,3220.36
"Point of Sale - Visa Debit VISA DEBIT PURCHASE REVERSAL INSTACART 119701211405",08/16/2014,Utilities,Income,9215.16
"Point of Sale - Visa Debit VISA DEBIT PURCHASE REVERSAL APPLE.COM/CA 215807003250",10/17/2000,Entertainment,Expense,8461.94
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE DD 129904406741",03/11/2016,Utilities,Income,3130.89
"Internet Banking INTERNET TRANSFER 000000275767",11/01/2005,Entertainment,Expense,6386.25
"UNITED NATIONS HIG GENEVA",08/15/2004,Personal,Expense,3419.83
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE AIR CAN* 112571064500",05/24/2005,Personal,Expense,4088.48
"AMZN Mktp CA*2L7ID8VF1 WWW.AMAZON.CA, ON",10/05/2016,Accommodation,Income,5983.42
"Internet Banking INTERNET TRANSFER 000000281600",11/28/2005,Health,Income,6569.89
"AMZN Mktp CA*WQ25P26Z3 WWW.AMAZON.CA, ON",11/10/2003,Accommodation,Income,7027.99
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE U OF M STUDENTS 114222801307",08/25/2005,Accommodation,Income,7985.68
"DOORDASH*TIM HORTONS DOWNTOWN TOROON",02/02/2018,Utilities,Income,1484.65
"Internet Banking INTERNET TRANSFER 000000233939",03/22/2001,Accommodation,Income,235.80
"Internet Banking INTERNET TRANSFER 000000226377",05/21/2005,Food,Expense,4756.93
"Point of Sale - INTERAC RETAIL PURCHASE 000001280019 ULTRACUTS STORE",08/16/2019,Health,Income,7527.08
"AMZN Mktp CA*WQ25P26Z3 WWW.AMAZON.CA, ON",06/28/2006,Personal,Expense,3554.75
"DOORDASH*PIZZA HUT DOWNTOWN TORO, ON",05/14/2005,Personal,Expense,5496.23
"AMZN Mktp CA*2L93I8MI2 WWW.AMAZON.CA, ON",09/10/2011,Food,Expense,5693.21
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 114722191577",10/24/2016,Utilities,Expense,5545.90
"Point of Sale - INTERAC RETAIL PURCHASE 000001280019 ULTRACUTS STORE",07/23/2015,Health,Expense,3436.84
"LaunchGood Inc. 855-9991947, MI 10.00 USD @ 1.289000",10/24/2004,Personal,Expense,2788.01
"Point of Sale - INTERAC RETAIL PURCHASE 000001001302 COINAMATIC CANA",11/21/2011,Entertainment,Income,1160.91
"Automated Banking Machine ATM DEPOSIT FORT RICHMOND SQ 2A12",08/30/2011,Food,Income,4384.33
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE CINEPLEX #8030 128507513608",04/21/2015,Food,Income,3684.79
"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE UBR* PENDING.UB 114720786149 19.39 CAD @ 1.000000",03/12/2003,Food,Income,1363.16
"Point of Sale - Visa Debit INT VISA DEB PURCHASE REVERSAL INSTACART 129013886157 120.00 CAD @ 1.000000",10/03/2002,Personal,Expense,6463.71
"Internet Banking INTERNET TRANSFER 000000262105",06/28/2010,Utilities,Income,7504.31
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 115562225836",09/19/2015,Food,Income,6518.62
"Internet Banking INTERNET TRANSFER 000000220619",04/29/2013,Utilities,Expense,6898.65
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE DOORDASH*MARBLE 119401668024",09/14/2005,Food,Expense,9136.23
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE DOORDASH*TIM HO 125122780380",02/04/2020,Personal,Income,5005.00
"Automated Banking Machine ATM WITHDRAWAL FORT RICHMOND SQ 2A12",11/20/2004,Health,Expense,2503.22
"Point of Sale - Visa Debit VISA DEBIT PURCHASE REVERSAL PP*6750CODE 213107008052",02/15/2008,Food,Income,3754.53
"Internet Banking INTERNET TRANSFER 000000259703",06/15/2015,Utilities,Income,1274.39
"TIM HORTONS #8152 WINNIPEG MB",04/27/2005,Personal,Expense,2308.77
"Internet Banking INTERNET TRANSFER 000000233596",04/26/2007,Personal,Income,7156.28
"Internet Banking INTERNET TRANSFER 000000252936",05/29/2008,Food,Income,7446.36
"Point of Sale - INTERAC RETAIL PURCHASE 772001001002 7 ELEVEN STORE",07/20/2001,Food,Income,2000.31
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE DD 129817280882",09/14/2000,Food,Income,3442.04
"Point of Sale - INTERAC RETAIL PURCHASE 000001529055 SOBEYS #5037",01/11/2016,Entertainment,Expense,7045.01
"Internet Banking INTERNET TRANSFER 000000217381",01/05/2019,Personal,Expense,4213.29
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 115202624941",10/29/2000,Food,Income,8850.87
"Point of Sale - Visa Debit VISA DEBIT PURCHASE REVERSAL APPLE.COM/CA 215807003249",02/19/2008,Accommodation,Expense,3761.48
"Internet Banking E-TRANSFER 103931951869 Nil",03/27/2017,Utilities,Income,4179.21
"Internet Banking E-TRANSFER 103904096531 Nam Huy Bui",10/23/2013,Entertainment,Income,5951.06
"Point of Sale - INTERAC RETAIL PURCHASE 000001001303 UNICITY TAXI #",01/30/2004,Entertainment,Expense,9559.59
"Internet Banking E-TRANSFER 103933806689 Cs Tutoring",11/09/2014,Accommodation,Income,8033.49
"Internet Banking INTERNET TRANSFER 000000243363",02/16/2003,Entertainment,Income,7483.11
"Point of Sale - Visa Debit VISA DEBIT MERCHANDISE RET REV INSTACART 119701211405",06/25/2016,Utilities,Income,4448.10
"Internet Banking INTERNET TRANSFER 000000280230",07/09/2003,Personal,Income,2927.38
"AMZ*Amazon.ca WWW.AMAZON.CA, ON",01/30/2012,Personal,Income,7487.81
"Internet Banking E-TRANSFER 103937221713 Nil",02/03/2015,Utilities,Expense,764.64
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE AMZN Mktp CA 129341124937",07/25/2013,Accommodation,Income,7423.45
"DOORDASH*PIZZA HUT DOWNTOWN TORO, ON",11/13/2011,Personal,Income,8031.24
"INSTACART HALIFAX MID-H, NS",02/22/2017,Accommodation,Expense,9495.29
"DOORDASH*MCDONALDS DOWNTOWN TORO, ON",07/06/2003,Food,Expense,1283.14
"PONY CORRAL RESTAURANT WINNIPEG MB",04/22/2014,Entertainment,Income,1385.72
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 119401577236",08/29/2015,Health,Expense,8286.57
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE DOORDASH*TIM HO 125122780380",06/20/2018,Personal,Expense,8775.37
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE GOGOINFLIGHT* 112534098337",11/13/2017,Utilities,Income,6976.24
"Ding 73180577 Dublin",02/17/2007,Food,Expense,6110.70
"Electronic Funds Transfer PAY 7-ELEVEN CANADA 7-ELEVEN CANADA INC.",11/11/2016,Accommodation,Expense,8370.95
"Internet Banking INTERNET BILL PAY 000000232460 UNIVERSITY OF MANITOBA",01/05/2015,Entertainment,Income,5834.24
"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE UBER *TRIP 115806783478 3.00 CAD @ 1.000000",01/26/2002,Personal,Income,484.82
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE AMZN Mktp CA 114234127034",01/08/2018,Accommodation,Expense,3593.61
"AMZN Mktp CA*2C9PP0MR2 WWW.AMAZON.CAON",02/06/2019,Health,Income,2301.69
"Ding 73866562 Dublin",09/01/2011,Personal,Income,3707.81
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE AMZN Mktp CA 116343132120",07/25/2004,Personal,Expense,14.81
"Internet Banking INTERNET TRANSFER 000000286580",05/26/2006,Utilities,Income,5104.35
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE DOORDASH*TIM HO 120220634105",11/25/2014,Personal,Expense,4698.31
"Point of Sale - INTERAC RETAIL PURCHASE 000001134001 GREENWOODS DENT",05/30/2009,Entertainment,Income,5759.84
"AMZN Mktp CA*SR64P9QY3 WWW.AMAZON.CA, ON",05/27/2014,Personal,Expense,9836.55
"7-ELEVEN 17060 D2811 WINNIPEG MB",08/09/2000,Entertainment,Income,8996.20
"DOORDASH*7-ELEVEN DOWNTOWN TORO, ON",08/23/2002,Accommodation,Income,9338.44
"Telephone Banking Personal TELEPHONE TRANSFER000000017983",07/26/2008,Entertainment,Expense,9746.80
"Point of Sale - Visa Debit INT VISA DEB PURCHASE REVERSAL UBR* PENDING.UB T21187134271 12.89 CAD @ 1.000000",04/16/2016,Accommodation,Income,6623.12
"Internet Banking INTERNET TRANSFER 000000240361",11/08/2008,Food,Expense,1839.21
"LONDON DRUGS 66 WINNIPEG, MB",05/07/2018,Utilities,Income,1469.61
"Internet Banking E-TRANSFER RECLAIM010387129802",01/11/2005,Accommodation,Income,2013.62
"Point of Sale - Visa Debit VISA DEBIT MERCHANDISE RET REV INSTACART 112517341247",01/23/2016,Personal,Income,8412.05
"Internet Banking INTERNET BILL PAY 000000257907 MASTERCARD, BMO",10/10/2004,Entertainment,Expense,21.80
"Internet Banking INTERNET TRANSFER 000000230250",11/29/2006,Personal,Expense,4292.36
"Point of Sale - Visa Debit VISA DEBIT PURCHASE REVERSAL GOOGLE *Google 230807006268",10/22/2008,Personal,Income,2507.07
"Automated Banking Machine ATM WITHDRAWAL FORT RICHMOND SQ 2A12",05/09/2014,Accommodation,Expense,3198.30
"Internet Banking INTERNET BILL PAY 000000232460 UNIVERSITY OF MANITOBA",08/18/2010,Food,Income,5441.45
"Internet Banking INTERNET TRANSFER 000000275767",09/21/2014,Personal,Income,3754.78
"Electronic Funds Transfer CREDIT MEMO CIBC-DISATF",09/07/2007,Health,Expense,6479.53
"Branch Transaction WITHDRAWAL IBB FORT RICHMOND SQ BANKING CENTR",02/18/2005,Accommodation,Expense,5885.95
"PAYPAL *OZLEY LLC 4029357733, ON",03/29/2007,Health,Income,6006.09
"Internet Banking E-TRANSFER 103931951869 Nil",06/09/2020,Health,Income,3283.75
"Internet Banking INTERNET TRANSFER 000000283043",03/20/2017,Utilities,Expense,6463.58
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE AMZN Mktp CA 120834678151",08/10/2002,Entertainment,Expense,9936.56
"Sony Interactive Enter 8003457669 CA",07/11/2015,Accommodation,Income,1461.64
"Point of Sale - INTERAC RETAIL PURCHASE 144001001014 EDO JAPAN - FOR",04/13/2005,Personal,Income,9802.52
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/CA 114643288469",02/21/2001,Food,Expense,1877.93
"Internet Banking INTERNET BILL PAY 000000257907 MASTERCARD, BMO",02/01/2019,Personal,Expense,7415.70
"Internet Banking INTERNET TRANSFER 000000259703",07/16/2012,Health,Expense,8821.42
"PAYPAL *GHASSANALNA 4029357733, ON",10/21/2009,Personal,Expense,999.60
"Internet Banking E-TRANSFER 103782929527 Nil",03/04/2014,Food,Income,499.57
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE PAYPAL *ABBYMAR 114420760500",08/04/2009,Accommodation,Income,218.42
"Point of Sale - Visa Debit CORRECTION PAYPAL *ABBYMAR 114420760500",08/13/2004,Utilities,Expense,7348.73
"SKIPTHEDISHES WINNIPEG, MB",02/02/2008,Utilities,Expense,2738.05
"SOUQ.COM CAIRO S. -07E 1199.00 EGP @ .086105",09/10/2018,Health,Income,7203.70
"Internet Banking INTERNET TRANSFER 000000285648",04/16/2005,Accommodation,Income,5071.03
"OVERLIMIT FEE",10/19/2019,Health,Income,8832.07
"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE UBR* PENDING.UB 114720786149 19.39 CAD @ 1.000000",04/28/2005,Utilities,Income,6747.73
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE ROGERS *** 120731656923",01/06/2004,Utilities,Expense,4098.73
"Internet Banking E-TRANSFER 103291836407 Nil 2",04/07/2014,Accommodation,Expense,1821.04
"Electronic Funds Transfer PREAUTHORIZED DEBIT PAYPAL",10/27/2005,Entertainment,Income,9545.95
"7-ELEVEN 17060 D2811 WINNIPEG, MB",11/03/2003,Utilities,Income,3368.23
"AMZN Mktp CA*2L7583XQ0 WWW.AMAZON.CA, ON",01/13/2005,Food,Income,1084.71
"AMZN Mktp CA*2G4JL98T0 WWW.AMAZON.CA, ON",06/19/2012,Accommodation,Expense,3005.33
"GREENCREST PHARMACY WINNIPEG MB",09/02/2015,Accommodation,Income,1150.24
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE dbrand Order 129220350485",10/25/2003,Food,Expense,1373.96
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE AMZN Mktp CA 114242229059",01/10/2016,Accommodation,Expense,4408.23
"Point of Sale - INTERAC RETAIL PURCHASE 815001001156 7 ELEVEN STORE",04/26/2001,Accommodation,Expense,3359.61
"Internet Banking E-TRANSFER 103835467191 kijiji controller user",10/09/2012,Food,Income,3369.59
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE dbrand Order 033515380970",01/18/2020,Entertainment,Expense,6902.81
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE DD 129221927298",04/22/2020,Accommodation,Expense,1003.37
"Point of Sale - Visa Debit INT VISA DEB PURCHASE REVERSAL INSTACART 122817474064 80.00 CAD @ 1.000000",03/12/2018,Accommodation,Expense,1746.66
"AMZN Mktp CA*WQ25P26Z3 WWW.AMAZON.CA, ON",07/11/2020,Food,Expense,8585.84
"REQUEST MONEY 010338709427 Floribert Kamabu",08/28/2016,Utilities,Income,817.02
"SHOPPING WITH POINTS/ACHA T PAR POINTS",11/11/2018,Health,Expense,1967.61
"OVER LIMIT FEE",11/03/2006,Personal,Income,8478.96
"Point of Sale - INTERAC RETAIL PURCHASE 000001001413 DOLLARAMA #1355",03/08/2018,Food,Income,5060.62
"Point of Sale - Visa Debit INT VISA DEB PURCHASE REVERSAL INSTACART 128319713380 75.00 CAD @ 1.000000",05/17/2012,Entertainment,Income,7990.88
"Point of Sale - INTERAC RETAIL PURCHASE 000001431182 SOBEYS #5037",06/26/2015,Entertainment,Expense,9803.51
"Point of Sale - INTERAC RETAIL PURCHASE 000001001302 COINAMATIC CANA",10/16/2018,Utilities,Expense,6206.32
"Internet Banking INTERNET TRANSFER 000000214441",03/27/2011,Utilities,Expense,8413.33
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 130201721079",04/02/2013,Entertainment,Income,5668.26
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 114621814150",09/06/2001,Accommodation,Income,1809.07
"AWL*PEARSON EDUCATION PRSONCS.COM, NJ 94.99 USD @ 1.250131",04/28/2009,Food,Expense,550.80
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE Amazon Download 128543291383",02/04/2004,Health,Income,2160.53
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE INSTACART 120723688008",05/04/2018,Food,Expense,5161.58
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 110244018102",09/06/2016,Accommodation,Expense,2904.43
"TIM HORTONS #8152 WINNIPEG, MB",10/17/2005,Accommodation,Income,3992.60
"Internet Banking E-TRANSFER STOP 103291839668",08/06/2010,Personal,Income,1648.92
"LaunchGood Inc. 855-9991947, MI 10.00 USD @ 1.243000",01/29/2000,Health,Expense,1451.50
"Internet Banking INTERNET TRANSFER 000000233795",10/18/2015,Accommodation,Income,3549.05
"PAYMENT THANK YOU/PAIEMEN T MERCI",06/26/2000,Food,Expense,1993.63
"AMZN Mktp CA*2L93I8MI2 WWW.AMAZON.CA, ON",08/10/2004,Accommodation,Income,4357.77
"DOORDASH*RED FOOT KITC DOWNTOWN TORO, ON",09/06/2012,Entertainment,Expense,9555.49
"Point of Sale - Visa Debit VISA DEBIT MERCHANDISE RET REV INSTACART 119320576697",01/02/2014,Entertainment,Income,20.99
"Automated Banking Machine ATM WITHDRAWAL FORT RICHMOND SQ 2A12",10/03/2001,Entertainment,Expense,5614.27
"H&M ONLINE TORONTO, ON",01/10/2010,Food,Income,4781.51
"VIMEO.COM 646-470-8422, NY 10.00 USD @ 1.312000",01/01/2000,Accommodation,Expense,2878.96
"SOUQ.COM CAIRO S. -07E 1199.00 EGP @ .086105",08/09/2019,Accommodation,Income,9978.29
"Point of Sale - Visa Debit INT VISA DEB PURCHASE REVERSAL INSTACART 125122740760 60.00 CAD @ 1.000000",02/06/2006,Personal,Income,7917.73
"Internet Banking INTERNET TRANSFER 000000247264",03/30/2003,Utilities,Expense,6911.54
"CASH ADVANCE/AVANCE DE FO NDS",09/26/2002,Accommodation,Income,7084.32
"Ding 73180577 Dublin",07/03/2019,Entertainment,Expense,7601.25
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SKIPTHEDISHES 114722720851",11/27/2017,Personal,Expense,5739.05
"AMZN Mktp CA*2L2SG1VY1 WWW.AMAZON.CA, ON",11/11/2020,Food,Expense,1406.47
"INSTACART 8882467822, NS",08/20/2011,Personal,Expense,5194.23
"Internet Banking INTERNET BILL PAY 000000242901 MASTERCARD, BMO",04/26/2012,Utilities,Expense,6571.12
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE UBER CANADA 128622894662",07/22/2012,Personal,Expense,7865.95
"Point of Sale - INTERAC RETAIL PURCHASE 000001001724 LONDON DRUGS 66",11/09/2019,Utilities,Income,9998.98
"Point of Sale - INTERAC RETAIL PURCHASE 000001001569 LONDON DRUGS 66",09/24/2000,Utilities,Expense,4075.67
"Internet Banking INTERNET TRANSFER 000000210291",01/22/2019,Personal,Income,5973.11
"UBER CANADA/UBERTRIP TORONTO, ON",03/14/2013,Entertainment,Income,1850.57
"Internet Banking INTERNET TRANSFER 000000262105",03/23/2008,Accommodation,Expense,4018.50
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE DD 129817307906",10/15/2012,Health,Expense,8212.78
"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE UBR* PENDING.UB 114720281741 17.39 CAD @ 1.000000",02/06/2016,Entertainment,Income,9452.04
"U OF M REGISTRARS WINNIPEG, MB",09/26/2006,Health,Expense,7904.88
"EPC*EPIC GAMES STORE 919-854-0070 59.99 USD @ 1.344390",08/06/2017,Utilities,Income,714.91
"Internet Banking INTERNET TRANSFER 000000277987",04/09/2001,Entertainment,Expense,4259.12
"Internet Banking INTERNET TRANSFER 000000246317",02/04/2005,Utilities,Expense,462.81
"Point of Sale - INTERAC RETAIL PURCHASE 124516329556 TIM HORTONS #81",11/25/2016,Entertainment,Income,2403.72
"Internet Banking INTERNET TRANSFER 000000256035",05/26/2013,Entertainment,Income,6590.25
"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE SOUQ 033520005685 568.00 EGP @ 0.085616",07/19/2020,Food,Income,4420.46
"Point of Sale - Visa Debit VISA DEBIT MERCHANDISE RET REV INSTACART 112517341247",11/09/2010,Personal,Expense,3111.01
"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE NOON 033513110581 700.00 EGP @ 0.085600",01/09/2016,Food,Expense,3108.89
"Internet Banking INTERNET BILL PAY 000000242901 MASTERCARD, BMO",06/27/2000,Food,Income,6986.16
"Internet Banking INTERNET TRANSFER 000000289816",07/10/2014,Health,Income,9808.36
"Point of Sale - Visa Debit INT VISA DEB PURCHASE REVERSAL INSTACART 129013886157 120.00 CAD @ 1.000000",11/07/2014,Accommodation,Income,6805.26
"Point of Sale - INTERAC RETAIL PURCHASE 874001001178 7 ELEVEN STORE",07/24/2001,Entertainment,Expense,8234.64
"LaunchGood Inc. 855-9991947, MI 10.00 USD @ 1.295000",02/13/2002,Personal,Expense,5819.11
"Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE dbrand Order 033515540976",06/05/2014,Entertainment,Income,9168.19
"Point of Sale - INTERAC RETAIL PURCHASE 000001001303 UNICITY TAXI #",02/22/2017,Health,Income,4835.89
"AMZ*Amazon.ca WWW.AMAZON.CA, ON",05/30/2019,Personal,Expense,2678.22
"PAYMENT RECEIVED - THANK YOU",02/13/2000,Personal,Expense,7256.57
"Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE BDS-INFO.CH 120907700336 20.00 USD @ 1.292000",07/08/2003,Utilities,Expense,6674.27
"Point of Sale - Visa Debit VISA DEBIT PURCHASE REVERSAL INSTACART 119320576697",07/13/2001,Health,Income,6483.26
"STARBUCKS COFFEE #48192 WINNIPEG, MB",05/27/2014,Health,Income,2206.11
"Internet Banking E-TRANSFER 103931951354 Nam Huy Bui",04/22/2008,Food,Expense,7275.69
"DOORDASH*OH DOUGHNUTS DOWNTOWN TORO, ON",11/13/2007,Food,Income,6224.85
"AMZN Mktp CA*2L1RK2AP0 WWW.AMAZON.CA, ON",07/13/2016,Utilities,Income,6176.64
"Internet Banking INTERNET TRANSFER 000000246317",08/23/2016,Accommodation,Income,1862.59
